Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
SPX,7885.0,35032942.96981236,58.14454802378554,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7890.0,1768854703.8020449,2934.311573113309,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7895.0,32749447.7658486,54.55047045455985,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7900.0,1833290563.5753531,3519.6417592542834,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7905.0,28478395.17486588,47.325948070708044,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7910.0,148582963.93337432,247.9596297523144,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7915.0,32103933.19404191,53.25592345133692,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7920.0,160973513.0819477,267.4883112694149,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7925.0,499328088.39514416,894.1008948384097,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7930.0,99547769.05937421,165.8359184916092,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7935.0,85734139.39657597,142.06510515582966,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7940.0,80767481.30592649,133.922554700895,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7945.0,27646783.83152366,45.851919912515555,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7950.0,1033712206.4903812,2076.022618922598,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7955.0,9826528.27954093,16.274923130303648,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7960.0,49387820.65110163,81.94312260024452,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
