Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
XAU,4735.0,1283762.561746456,8.342007444640492,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4740.0,596678.3547738371,5.003425587112328,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4745.0,2395908.155711368,14.851507177697094,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4750.0,109778772.23642698,640.4158910685351,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4755.0,25888936.231438503,153.04235363236222,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4760.0,3115586.314280138,34.73551533524888,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4765.0,1732197.345091009,10.38400044282257,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4770.0,2013481.1059689387,11.518831640969026,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4775.0,13126138.98144441,75.25656473870329,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4780.0,3023632.3039682824,16.05954878622862,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4785.0,1915146.3911020807,21.074534354691366,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4790.0,791968.4839929173,16.54986588261021,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4795.0,1459382.4241041443,7.711921446189801,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
